,taxid,assembly_accession,organism_name,superkingdom,phylum,class,order,family,genus,no_rank
13192,33989,GCF_001273795.1,Rickettsia amblyommatis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13193,33989,GCF_002078335.1,Rickettsia amblyommatis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13194,33990,GCF_002078315.1,Rickettsia bellii,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13195,33992,GCF_001442475.1,Rickettsia rhipicephali,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13196,35790,GCF_002356695.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13197,35790,GCF_002356715.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13198,35790,GCF_002356735.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13199,35790,GCF_002356755.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13200,35790,GCF_002356775.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13201,35790,GCF_002356795.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13202,35790,GCF_002356815.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13203,35790,GCF_002356835.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13204,35790,GCF_002356855.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13205,35790,GCF_002356875.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13206,35790,GCF_002356895.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13207,35790,GCF_002356915.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13208,35790,GCF_002356935.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13209,35790,GCF_002356955.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13210,35790,GCF_002356975.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13211,35790,GCF_002356995.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13212,35790,GCF_002357015.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13213,35790,GCF_002357035.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13214,35790,GCF_002357055.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13215,35790,GCF_002357075.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13216,35790,GCF_002357095.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13217,35790,GCF_002357115.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13218,35790,GCF_002357135.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13219,35790,GCF_002357155.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13220,35790,GCF_002357175.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13221,35790,GCF_002357195.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13222,35790,GCF_002357215.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13223,35790,GCF_002357235.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13224,35790,GCF_002357255.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13225,35790,GCF_002357275.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13226,35790,GCF_002357295.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13227,35790,GCF_003454715.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13228,35790,GCF_009857995.1,Rickettsia japonica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13229,35792,GCF_005549115.1,Rickettsia parkeri,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13230,109232,GCF_000499665.2,Rickettsia monacensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13231,226665,GCF_009731485.1,Rickettsia heilongjiangensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13232,226665,GCF_009731505.1,Rickettsia heilongjiangensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13233,226665,GCF_009731525.1,Rickettsia heilongjiangensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13234,226665,GCF_009731545.1,Rickettsia heilongjiangensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13235,238800,GCF_007989425.1,Rickettsia asiatica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13236,257363,GCF_000008045.1,Rickettsia typhi str. Wilmington,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia typhi str. Wilmington
13237,272944,GCF_000007025.1,Rickettsia conorii str. Malish 7,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia conorii str. Malish 7
13238,272947,GCF_000195735.1,Rickettsia prowazekii str. Madrid E,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii str. Madrid E
13239,272951,GCF_000166935.1,Rickettsia sibirica 246,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia sibirica 246
13240,293613,GCF_000014345.1,Rickettsia canadensis str. McKiel,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia canadensis str. McKiel
13241,293614,GCF_000018205.1,Rickettsia akari str. Hartford,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia akari str. Hartford
13242,336407,GCF_000012385.1,Rickettsia bellii RML369-C,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia bellii RML369-C
13243,347255,GCF_000023005.1,Rickettsia africae ESF-5,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia africae ESF-5
13244,369822,GCF_000940955.1,Rickettsia raoultii,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13245,369822,GCF_001975185.1,Rickettsia raoultii,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13246,391896,GCF_000018245.1,Rickettsia bellii OSU 85-389,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia bellii OSU 85-389
13247,392021,GCF_000018225.1,Rickettsia rickettsii str. 'Sheila Smith',Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii str. 'Sheila Smith'
13248,416276,GCF_000016625.1,Rickettsia massiliae MTU5,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia massiliae MTU5
13249,444612,GCF_000160735.1,Rickettsia endosymbiont of Ixodes scapularis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13250,449216,GCF_000022785.1,Rickettsia prowazekii str. Rp22,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii str. Rp22
13251,452659,GCF_000017445.4,Rickettsia rickettsii str. Iowa,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii str. Iowa
13252,481009,GCF_000283995.1,Rickettsia philipii str. 364D,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia philipii str. 364D
13253,562019,GCF_000021525.1,Rickettsia peacockii str. Rustic,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia peacockii str. Rustic
13254,652620,GCF_000283595.1,Rickettsia japonica YH,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia japonica YH
13255,941638,GCF_000237845.1,Rickettsia slovaca 13-B,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia slovaca 13-B
13256,1003201,GCF_000277285.1,Rickettsia typhi str. TH1527,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia typhi str. TH1527
13257,1003202,GCF_000277305.1,Rickettsia typhi str. B9991CWPP,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia typhi str. B9991CWPP
13258,1032845,GCF_000221205.1,Rickettsia heilongjiangensis 054,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia heilongjiangensis 054
13259,1105094,GCF_000277165.1,Rickettsia prowazekii str. Chernikova,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii str. Chernikova
13260,1105095,GCF_000277185.1,Rickettsia prowazekii str. Katsinyian,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii str. Katsinyian
13261,1105096,GCF_000277205.1,Rickettsia prowazekii str. BuV67-CWPP,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii str. BuV67-CWPP
13262,1105097,GCF_000277225.1,Rickettsia prowazekii str. Dachau,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii str. Dachau
13263,1105098,GCF_000277245.1,Rickettsia prowazekii str. GvV257,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii str. GvV257
13264,1105099,GCF_000277265.1,Rickettsia prowazekii str. RpGvF24,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii str. RpGvF24
13265,1105100,GCF_000283815.1,Rickettsia rickettsii str. Hino,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii str. Hino
13266,1105101,GCF_000283935.1,Rickettsia rickettsii str. Hlp#2,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii str. Hlp#2
13267,1105102,GCF_000283775.1,Rickettsia rickettsii str. Colombia,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii str. Colombia
13268,1105103,GCF_000283835.1,Rickettsia rickettsii str. Hauke,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii str. Hauke
13269,1105104,GCF_000283955.1,Rickettsia rickettsii str. Brazil,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii str. Brazil
13270,1105105,GCF_000283795.1,Rickettsia rickettsii str. Arizona,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii str. Arizona
13271,1105107,GCF_000283915.1,Rickettsia canadensis str. CA410,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia canadensis str. CA410
13272,1105108,GCF_000284195.1,Rickettsia parkeri str. Portsmouth,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia parkeri str. Portsmouth
13273,1105109,GCF_000252365.1,Rickettsia slovaca str. D-CWPP,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia slovaca str. D-CWPP
13274,1105110,GCF_000284155.1,Rickettsia australis str. Cutlack,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia australis str. Cutlack
13275,1105111,GCF_000284055.1,Rickettsia amblyommatis str. GAT-30V,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia amblyommatis str. GAT-30V
13276,1105112,GCF_000283855.1,Rickettsia massiliae str. AZT80,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia massiliae str. AZT80
13277,1105113,GCF_000284075.1,Rickettsia rhipicephali str. 3-7-female6-CWPP,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rhipicephali str. 3-7-female6-CWPP
13278,1105114,GCF_000284175.1,Rickettsia montanensis str. OSU 85-930,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia montanensis str. OSU 85-930
13279,1144888,GCF_000255355.1,Rickettsia helvetica C9P9,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia helvetica C9P9
13280,1182263,GCF_002285905.1,Rickettsia sp. MEAM1 (Bemisia tabaci),Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia sp. MEAM1 (Bemisia tabaci)
13281,1290427,GCF_000363905.1,Rickettsia prowazekii str. NMRC Madrid E,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii str. NMRC Madrid E
13282,1290428,GCF_000367405.1,Rickettsia prowazekii str. Breinl,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii str. Breinl
13283,1337396,GCF_000831545.1,Rickettsia rickettsii str. Morgan,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii str. Morgan
13284,1338411,GCF_000831525.1,Rickettsia rickettsii str. R,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii str. R
13285,2486578,GCF_003932735.1,Rickettsiales endosymbiont of Stachyamoeba lipophora,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
13286,2486578,GCF_003932735.1,Rickettsiales endosymbiont of Stachyamoeba lipophora,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
13287,2761623,GCF_016743795.1,Rickettsia sp. Tillamook 23,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
13288,477680,GCF_002355595.1,Filimonas lacunae,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Filimonas,
13289,1192162,GCF_900090205.1,Vogesella sp. LIG4,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Vogesella,
13290,643648,GCF_000092405.1,Syntrophothermus lipocalidus DSM 12680,Bacteria,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Syntrophothermus,Syntrophothermus lipocalidus DSM 12680
13291,206506,GCF_004551665.1,Kerstersia gyiorum,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Kerstersia,
13292,988812,GCF_001046955.1,Marinovum algicola DG 898,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Marinovum,Marinovum algicola DG 898
13293,1323375,GCF_003991135.1,Anoxybacter fermentans,Bacteria,Firmicutes,Clostridia,Halanaerobiales,,Anoxybacter,
13294,2528024,GCF_007746075.1,Lacipirellula limnantheis,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Lacipirellulaceae,Lacipirellula,
13295,2650471,GCF_009177095.1,Lacipirellula parvula,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Lacipirellulaceae,Lacipirellula,
13296,254246,GCF_902459475.1,Aquicella lusitana,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,
13297,254247,GCF_902459485.1,Aquicella siphonis,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,
13298,446471,GCF_000024965.1,Xylanimonas cellulosilytica DSM 15894,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Promicromonosporaceae,Xylanimonas,Xylanimonas cellulosilytica DSM 15894
13299,2509459,GCF_004135345.1,Xylanimonas allomyrinae,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Promicromonosporaceae,Xylanimonas,
13300,550540,GCF_000148645.1,Ferrimonas balearica DSM 9799,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,Ferrimonas balearica DSM 9799
13301,2724191,GCF_012295575.1,Ferrimonas lipolytica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,
13302,761193,GCF_000218895.1,Runella slithyformis DSM 19594,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,Runella slithyformis DSM 19594
13303,2259595,GCF_003325355.1,Runella sp. HYN0085,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,
13304,2268026,GCF_003711225.1,Runella sp. SP2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,
13305,1708,GCF_900637695.1,Cellulomonas fimi,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Cellulomonas,
13306,446466,GCF_000092865.1,Cellulomonas flavigena DSM 20109,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas flavigena DSM 20109
13307,590998,GCF_000212695.1,Cellulomonas fimi ATCC 484,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas fimi ATCC 484
13308,593907,GCF_000218545.1,Cellulomonas gilvus ATCC 13127,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas gilvus ATCC 13127
13309,2003551,GCF_002240455.1,Cellulomonas sp. PSBB021,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Cellulomonas,
13310,2566013,GCF_004798685.1,Cellulomonas shaoxiangyii,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Cellulomonas,
13311,2591145,GCF_008033115.1,Cellulomonas sp. Y8,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Cellulomonas,
13312,2654191,GCF_009720485.1,Cellulomonas sp. JZ18,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Cellulomonas,
13313,2704467,GCF_010119915.1,Cellulomonas sp. H30R-01,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Cellulomonas,
13314,2729175,GCF_012931845.1,Cellulomonas taurus,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Cellulomonas,
13315,865,GCF_014076555.1,Pectinatus frisingensis,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Pectinatus,
13316,60548,GCF_003330785.1,Paraburkholderia graminis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13317,75105,GCF_001449005.1,Paraburkholderia caribensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13318,75105,GCF_001611015.1,Paraburkholderia caribensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13319,75105,GCF_002902945.1,Paraburkholderia caribensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13320,75105,GCF_013378095.1,Paraburkholderia caribensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13321,92647,GCF_014171495.1,Paraburkholderia tropica,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13322,134536,GCF_003330745.1,Paraburkholderia caledonica,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13323,134537,GCF_000961515.1,Paraburkholderia fungorum,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13324,134537,GCF_013390345.1,Paraburkholderia fungorum,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13325,169427,GCF_003330825.1,Paraburkholderia terricola,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13326,169430,GCF_002902965.1,Paraburkholderia hospita,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13327,169430,GCF_003330805.1,Paraburkholderia hospita,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13328,265293,GCF_002097715.1,Paraburkholderia acidophila,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13329,266265,GCF_000013645.1,Paraburkholderia xenovorans LB400,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia xenovorans LB400
13330,266265,GCF_000756045.1,Paraburkholderia xenovorans LB400,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia xenovorans LB400
13331,311230,GCF_002902925.1,Paraburkholderia terrae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13332,311231,GCF_016128195.1,Paraburkholderia ginsengisoli,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13333,391038,GCF_000020045.1,Paraburkholderia phymatum STM815,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia phymatum STM815
13334,398527,GCF_000020125.1,Paraburkholderia phytofirmans PsJN,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia phytofirmans PsJN
13335,420953,GCF_007556815.1,Paraburkholderia megapolitana,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13336,754502,GCF_001865575.1,Paraburkholderia sprentiae WSM5005,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sprentiae WSM5005
13337,1229205,GCF_000300095.1,Paraburkholderia phenoliruptrix BR3459a,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia phenoliruptrix BR3459a
13338,1323664,GCF_000522545.2,Paraburkholderia caribensis MBA4,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia caribensis MBA4
13339,1417228,GCF_001634365.1,Paraburkholderia phytofirmans OLGA172,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia phytofirmans OLGA172
13340,1761016,GCF_003368325.1,Paraburkholderia caffeinilytica,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13341,1926494,GCF_001922345.1,Paraburkholderia sp. SOS3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13342,2026199,GCF_002278075.1,Paraburkholderia aromaticivorans,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13343,2026199,GCF_012689525.1,Paraburkholderia aromaticivorans,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13344,2211211,GCF_003286395.1,Paraburkholderia dokdonella,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13345,2547399,GCF_004524855.1,Paraburkholderia sp. 7MH5,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13346,2571747,GCF_009789655.1,Paraburkholderia acidiphila,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13347,2571748,GCF_009789675.1,Paraburkholderia acidisoli,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13348,2604047,GCF_902459535.1,Paraburkholderia sp. Msb3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
13349,2654982,GCF_000092885.1,Paraburkholderia atlantica,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
